64.545196,   0.000000
116.879218,   0.010000
168.465026,   0.020000
214.169183,   0.030000
252.440326,   0.040000
283.527827,   0.050000
308.367581,   0.060000
328.038819,   0.070000
343.541829,   0.080000
355.727915,   0.090000
365.293215,   0.100000
372.795637,   0.110000
378.677646,   0.120000
383.288291,   0.130000
386.901867,   0.140000
389.733808,   0.150000
391.953105,   0.160000
393.692259,   0.170000
395.055131,   0.180000
396.123124,   0.190000
396.960126,   0.200000
397.616021,   0.210000
398.129993,   0.220000
398.532748,   0.230000
398.848347,   0.240000
399.095646,   0.250000
399.289423,   0.260000
399.441256,   0.270000
399.560313,   0.280000
399.653591,   0.290000
399.726664,   0.300000
